id,num_rooms,location_quality,star_rating,review_score,occupancy_rate,amenities_score,business_facilities,leisure_facilities,distance_to_city_center,average_daily_rate,city,hotel_chain,month,season,number_of_bookings,revPAR,average_length_of_stay,competitors_average_price,transport_accessibility_score,customer_satisfaction_index,cancellation_rate
824,89,Average,5,2.65,65.53,3,1,1,5.69,126.63,Los Angeles,Sheraton,11,Fall,62,82.99,2.74,126.90,2.89,92.15,0.09
825,65,Poor,4,3.58,75.77,1,1,1,5.39,82.84,San Francisco,Hilton,6,Summer,56,62.77,4.68,78.44,8.32,88.41,0.11
826,83,Average,2,1.53,50.62,5,0,0,6.80,69.78,Miami,Marriott,3,Spring,53,35.32,3.04,78.29,1.15,81.75,0.14
827,139,Good,1,1.93,77.82,5,1,1,1.66,90.65,Miami,Marriott,4,Spring,61,70.54,3.47,63.79,8.12,70.67,0.03
828,76,Good,3,1.61,100.00,1,1,1,6.39,119.54,San Francisco,Hilton,10,Fall,59,119.54,2.15,123.33,8.67,87.51,0.11
829,197,Good,4,4.83,58.38,1,1,1,0.65,126.91,Los Angeles,Hilton,4,Spring,76,74.09,1.79,142.52,7.73,74.47,0.11
830,55,Average,3,1.88,68.62,4,1,0,3.91,89.37,San Francisco,Hilton,7,Summer,50,61.33,1.00,102.29,9.37,77.78,0.07
831,153,Average,3,2.77,76.69,4,1,0,5.86,98.60,Chicago,InterContinental,4,Spring,49,75.62,2.87,99.44,2.72,95.17,0.10
832,109,Excellent,1,1.17,19.84,5,0,0,4.13,86.38,New York,Marriott,3,Spring,64,17.14,4.64,118.37,1.82,99.99,0.10
833,114,Average,2,1.63,52.33,5,1,0,5.62,67.46,Miami,Hilton,9,Fall,59,35.31,3.06,85.45,8.67,86.56,0.10
834,174,Good,1,3.12,62.85,4,1,1,3.05,102.09,Los Angeles,Marriott,4,Spring,57,64.17,2.62,84.81,5.94,90.93,0.01
835,53,Average,3,4.95,61.53,1,0,0,5.05,90.81,San Francisco,Hilton,2,Winter,61,55.88,4.18,97.77,9.96,95.83,0.01
836,116,Good,1,3.16,55.17,3,0,1,5.93,87.83,San Francisco,Marriott,1,Winter,58,48.46,3.76,88.99,8.56,80.54,0.20
837,163,Good,4,3.28,94.04,1,1,0,5.44,103.18,San Francisco,Hyatt,11,Fall,47,97.02,2.33,128.04,4.48,86.42,0.06
838,151,Good,3,1.77,57.64,5,0,0,9.73,101.81,New York,InterContinental,1,Winter,57,58.68,2.65,118.56,4.11,78.66,0.16
839,154,Good,2,2.03,67.17,1,0,1,3.48,95.00,Chicago,Hyatt,12,Winter,56,63.81,3.11,104.55,9.61,90.61,0.02
840,128,Good,4,4.44,66.87,1,1,1,6.52,103.46,New York,Sheraton,10,Fall,65,69.18,3.85,121.33,1.34,87.66,0.10
841,114,Good,1,4.43,55.12,4,0,1,4.55,86.43,San Francisco,Hyatt,10,Fall,52,47.64,3.59,83.36,2.30,93.97,0.13
842,146,Good,2,3.81,24.77,2,0,1,5.22,76.67,Chicago,Hilton,11,Fall,63,18.99,2.00,77.03,3.33,99.11,0.03
843,202,Average,2,1.21,55.19,1,1,0,7.28,95.88,Los Angeles,InterContinental,7,Summer,63,52.92,3.30,115.38,3.94,71.68,0.19
844,144,Average,1,4.67,67.28,5,1,1,7.41,101.25,San Francisco,Marriott,9,Fall,59,68.12,3.31,62.48,4.57,81.33,0.06
845,93,Average,2,3.23,50.49,5,1,1,5.90,107.52,New York,InterContinental,11,Fall,50,54.29,3.70,150.47,5.40,95.40,0.18
846,113,Good,5,2.87,66.28,1,1,1,8.19,129.83,San Francisco,Hilton,4,Spring,60,86.05,1.52,139.97,5.93,94.39,0.13
847,93,Excellent,3,1.11,40.77,3,1,1,9.00,106.23,Miami,Marriott,1,Winter,54,43.31,5.57,95.52,5.47,70.51,0.07
848,83,Average,1,3.86,78.59,2,1,0,3.39,85.13,Los Angeles,Sheraton,12,Winter,60,66.90,2.34,93.45,9.85,89.02,0.09
849,251,Good,4,4.81,57.29,4,1,1,6.58,109.92,Chicago,Hyatt,7,Summer,67,62.97,2.86,136.44,6.66,95.12,0.03
850,172,Excellent,3,2.68,41.01,5,0,1,3.45,89.71,New York,Sheraton,8,Summer,57,36.79,2.20,135.30,6.75,70.61,0.04
851,40,Average,3,3.83,58.64,1,1,0,5.01,80.07,New York,Hyatt,12,Winter,59,46.95,4.59,91.32,3.66,91.58,0.17
852,126,Excellent,5,4.54,80.66,5,1,1,6.20,118.92,New York,InterContinental,2,Winter,56,95.92,2.29,92.03,4.19,74.44,0.01
853,195,Poor,3,3.67,44.40,1,1,1,3.74,87.68,New York,Hyatt,4,Spring,66,38.93,3.41,94.54,6.78,89.05,0.20
854,162,Average,1,4.80,62.23,2,0,1,3.88,77.70,Chicago,Hyatt,11,Fall,60,48.35,3.88,43.57,2.14,84.51,0.12
855,147,Average,5,1.27,53.62,3,1,0,6.08,95.29,Chicago,Sheraton,7,Summer,64,51.09,1.75,67.80,3.73,73.19,0.02
856,157,Good,5,4.74,54.09,1,0,0,5.61,70.45,New York,Sheraton,10,Fall,67,38.10,1.00,47.13,3.74,98.08,0.05
857,121,Excellent,1,1.22,62.18,1,1,0,6.22,104.49,Los Angeles,Hilton,12,Winter,54,64.98,3.16,77.28,5.20,72.23,0.17
858,188,Average,5,1.03,46.18,5,1,1,7.14,89.99,San Francisco,InterContinental,5,Spring,57,41.55,3.39,65.80,9.22,93.91,0.06
859,120,Average,4,2.52,36.69,4,0,0,5.35,73.45,New York,Marriott,10,Fall,57,26.95,2.06,117.21,7.40,74.82,0.16
860,148,Good,5,3.97,65.75,3,1,0,5.28,94.51,San Francisco,Marriott,7,Summer,60,62.14,3.31,75.87,7.82,88.47,0.07
861,140,Average,4,4.35,73.59,1,1,0,2.61,92.03,San Francisco,InterContinental,5,Spring,57,67.73,3.77,112.66,4.78,71.10,0.08
862,116,Poor,1,4.93,67.88,2,1,0,6.52,68.10,San Francisco,Marriott,5,Spring,52,46.23,5.35,90.51,7.90,75.62,0.04
863,119,Average,5,1.94,56.49,4,1,1,5.54,110.08,San Francisco,InterContinental,12,Winter,68,62.19,1.29,135.24,6.77,82.91,0.16
864,116,Average,4,4.04,91.15,1,0,1,7.03,107.68,Chicago,Marriott,8,Summer,56,98.15,1.97,141.00,5.72,94.42,0.00
865,98,Good,4,3.42,77.11,2,1,0,0.08,104.92,Los Angeles,InterContinental,2,Winter,71,80.91,3.01,97.57,3.37,71.70,0.09
866,155,Good,4,1.59,29.14,1,1,1,5.27,103.81,Chicago,Sheraton,5,Spring,55,30.25,3.90,104.80,6.09,83.44,0.00
867,49,Poor,5,3.04,68.71,4,0,0,12.04,79.41,Chicago,InterContinental,8,Summer,66,54.56,4.05,62.62,3.49,71.78,0.07
868,238,Good,4,4.47,71.89,4,1,1,2.76,127.45,San Francisco,InterContinental,5,Spring,52,91.62,2.65,187.20,5.39,89.66,0.16
869,86,Excellent,4,4.88,78.04,5,0,1,1.37,104.02,Miami,Hilton,4,Spring,59,81.18,2.86,57.55,6.16,80.47,0.15
870,134,Good,3,3.61,52.25,5,1,0,5.35,86.90,San Francisco,Marriott,12,Winter,52,45.41,3.28,57.86,8.33,81.48,0.06
871,186,Good,4,3.97,29.37,2,0,0,4.00,82.72,Los Angeles,Marriott,10,Fall,71,24.30,4.48,81.48,9.51,93.69,0.16
872,161,Good,4,1.09,78.45,2,0,1,5.55,112.02,Chicago,Hyatt,3,Spring,54,87.88,2.62,61.86,1.83,70.65,0.16
873,126,Average,3,1.68,57.96,5,1,1,2.86,100.53,Los Angeles,Hilton,1,Winter,51,58.27,4.01,102.67,1.46,93.93,0.19
874,46,Poor,3,2.13,42.58,4,1,0,3.60,77.23,Chicago,Hilton,6,Summer,68,32.88,2.31,85.48,2.84,84.42,0.01
875,207,Good,4,4.95,83.34,3,0,0,6.55,87.93,Miami,Hilton,6,Summer,54,73.28,1.47,108.10,6.89,93.74,0.02
876,113,Poor,3,1.24,79.95,3,0,1,7.90,101.36,San Francisco,Marriott,12,Winter,60,81.04,4.83,122.30,1.65,71.22,0.09
877,85,Good,3,4.19,21.94,4,1,0,5.49,95.84,Los Angeles,Hilton,9,Fall,62,21.03,3.07,70.50,2.93,96.17,0.02
878,85,Good,5,1.26,64.50,2,1,0,5.59,80.92,Los Angeles,InterContinental,8,Summer,56,52.19,3.48,33.58,7.54,79.35,0.01
879,90,Excellent,3,3.18,74.29,5,1,1,7.63,112.42,New York,InterContinental,11,Fall,49,83.51,4.04,117.00,9.99,83.42,0.15
880,59,Excellent,2,2.53,95.33,3,1,1,2.37,111.96,Los Angeles,Hilton,9,Fall,77,106.73,3.96,129.31,2.19,83.74,0.06
881,114,Good,3,2.16,69.75,4,1,1,4.13,112.58,Los Angeles,Hyatt,6,Summer,58,78.53,1.17,115.95,6.95,81.68,0.10
882,150,Good,4,4.52,31.91,2,1,0,3.98,94.05,San Francisco,Marriott,4,Spring,55,30.01,3.64,110.36,5.59,71.43,0.13
883,100,Average,3,4.75,56.06,4,0,1,5.51,87.16,Chicago,Sheraton,11,Fall,69,48.86,2.16,89.72,4.60,96.09,0.19
884,147,Average,4,3.69,70.06,3,1,0,6.38,95.84,San Francisco,Marriott,7,Summer,59,67.15,1.56,107.75,6.83,76.42,0.17
885,160,Average,1,3.18,56.51,1,0,0,4.31,70.84,Los Angeles,Marriott,3,Spring,63,40.03,4.37,78.47,1.58,87.84,0.14
886,136,Excellent,3,1.83,88.65,5,1,0,9.28,120.15,San Francisco,Sheraton,10,Fall,56,106.52,2.61,77.62,9.44,94.29,0.07
887,107,Excellent,2,4.87,54.39,5,0,0,2.10,79.16,Los Angeles,Hyatt,7,Summer,53,43.06,2.89,64.22,8.76,94.34,0.19
888,71,Poor,2,1.04,63.72,4,1,1,6.78,89.62,San Francisco,Sheraton,2,Winter,69,57.11,3.27,84.29,9.88,73.85,0.04
889,57,Average,4,2.82,53.87,1,0,1,2.51,80.55,San Francisco,Sheraton,8,Summer,65,43.39,5.52,78.04,5.71,85.40,0.07
890,138,Good,4,1.51,40.58,3,0,1,6.22,102.12,New York,InterContinental,4,Spring,58,41.44,3.63,109.69,1.50,82.73,0.05
891,116,Good,4,3.98,42.36,2,0,1,5.75,103.60,New York,Sheraton,10,Fall,64,43.89,1.97,100.43,8.64,99.43,0.10
892,247,Excellent,5,3.42,67.63,1,1,0,6.55,96.01,Chicago,Marriott,11,Fall,54,64.93,1.96,82.04,8.07,89.09,0.04
893,77,Good,3,1.21,51.76,4,1,0,3.25,88.78,Miami,Marriott,6,Summer,58,45.95,2.94,69.79,7.96,84.89,0.15
894,112,Average,4,2.89,62.39,4,1,1,1.61,88.53,New York,Hyatt,9,Fall,59,55.24,4.35,85.76,2.90,96.65,0.18
895,210,Average,3,4.80,64.78,4,1,0,4.01,87.84,Miami,Marriott,11,Fall,51,56.90,2.19,72.75,4.85,71.21,0.06
896,55,Good,4,3.57,54.09,1,1,1,6.71,104.44,San Francisco,Hilton,11,Fall,60,56.48,2.62,116.74,2.56,73.16,0.03
897,137,Excellent,2,1.31,73.27,1,1,0,7.64,91.11,San Francisco,Hilton,3,Spring,50,66.75,1.25,94.60,6.49,81.22,0.05
898,152,Good,3,4.40,41.59,2,0,0,4.32,110.73,New York,InterContinental,12,Winter,65,46.05,4.00,109.67,9.44,75.04,0.10
899,81,Good,1,1.50,33.33,4,0,1,4.97,88.14,Chicago,Hyatt,12,Winter,64,29.38,2.51,81.43,1.65,77.58,0.10
900,132,Good,3,4.95,95.64,4,1,0,6.96,121.17,New York,Hyatt,10,Fall,57,115.88,3.65,113.00,7.42,98.54,0.16
901,102,Good,3,2.33,67.00,4,1,0,6.41,101.20,Los Angeles,Hyatt,2,Winter,56,67.80,1.00,122.33,3.61,87.97,0.16
902,224,Average,5,2.39,39.51,2,1,1,5.05,86.67,San Francisco,Hilton,10,Fall,58,34.24,3.65,48.84,2.04,77.15,0.20
903,134,Poor,4,4.71,48.14,5,0,1,4.21,96.51,Los Angeles,Hyatt,5,Spring,58,46.46,2.26,71.62,6.78,94.06,0.11
904,107,Good,1,2.04,74.47,4,1,1,6.38,98.59,New York,Marriott,11,Fall,63,73.42,1.40,94.43,8.38,76.01,0.07
905,146,Good,3,4.73,38.27,1,1,1,6.11,111.00,New York,Hyatt,5,Spring,59,42.48,1.82,148.50,6.39,73.68,0.05
906,73,Good,4,2.74,66.64,1,1,0,4.58,101.83,Chicago,Hyatt,6,Summer,63,67.87,4.32,109.12,6.19,90.48,0.16
907,136,Good,2,3.48,78.79,3,0,0,6.46,71.18,Chicago,Sheraton,12,Winter,58,56.08,2.24,110.32,7.90,72.94,0.01
908,65,Excellent,4,3.70,57.55,1,1,1,7.55,110.31,Miami,InterContinental,10,Fall,63,63.49,4.89,137.59,8.39,90.00,0.17
909,141,Good,3,1.94,93.64,2,1,1,3.15,107.91,Chicago,Marriott,10,Fall,68,101.05,2.23,106.97,1.38,91.57,0.03
910,129,Excellent,3,3.35,65.84,5,0,1,4.89,98.75,Miami,InterContinental,2,Winter,66,65.01,2.58,98.92,2.58,85.65,0.16
911,150,Good,2,4.62,67.78,5,0,1,6.14,100.57,New York,Hilton,9,Fall,58,68.16,1.16,95.73,6.54,99.40,0.06
912,125,Good,3,4.28,46.93,3,1,1,3.44,116.03,Los Angeles,Hilton,10,Fall,52,54.45,3.41,140.37,4.01,89.67,0.14
913,181,Good,4,1.93,76.55,2,0,0,6.69,98.41,New York,Hilton,10,Fall,71,75.34,3.41,107.50,7.97,84.58,0.16
914,164,Excellent,3,3.31,29.44,4,1,0,6.31,93.31,Miami,Sheraton,12,Winter,51,27.47,3.47,109.57,4.39,79.29,0.07
915,77,Excellent,2,2.36,52.12,5,1,1,4.03,95.51,San Francisco,Marriott,11,Fall,59,49.78,3.24,85.42,4.58,89.23,0.03
916,190,Excellent,3,3.23,24.86,3,1,1,4.66,104.82,New York,Hilton,4,Spring,63,26.05,3.22,105.10,3.72,76.62,0.14
917,127,Average,2,4.76,18.41,4,1,1,5.63,92.34,Miami,InterContinental,8,Summer,60,17.00,2.37,105.02,9.28,92.89,0.14
918,96,Average,5,4.12,42.76,1,1,0,5.81,80.55,Chicago,Hyatt,12,Winter,59,34.44,2.49,80.96,8.50,99.62,0.16
919,80,Average,3,1.11,34.71,4,0,0,8.60,85.48,Chicago,InterContinental,12,Winter,74,29.67,2.77,106.52,7.64,88.47,0.18
920,84,Good,2,1.12,67.52,4,1,1,4.18,99.32,Los Angeles,Hyatt,5,Spring,67,67.06,3.24,76.72,3.07,88.60,0.12
921,70,Excellent,2,3.78,56.64,2,1,0,10.91,118.99,San Francisco,Hyatt,1,Winter,73,67.40,2.79,76.71,3.91,89.03,0.12
922,160,Good,3,1.14,84.95,3,0,0,7.41,91.75,San Francisco,Marriott,8,Summer,64,77.94,1.74,97.91,1.45,70.76,0.06
923,104,Excellent,2,3.35,30.01,4,1,1,5.07,119.81,Los Angeles,Hilton,12,Winter,59,35.96,3.08,120.47,1.50,77.13,0.20
924,155,Good,3,4.65,65.92,4,1,0,5.15,80.76,San Francisco,Sheraton,7,Summer,56,53.24,1.24,98.09,2.99,92.37,0.03
925,180,Poor,5,1.36,55.17,5,1,1,7.62,106.51,Chicago,Hyatt,6,Summer,59,58.76,2.34,108.16,9.05,83.96,0.12
926,148,Poor,1,3.96,34.05,4,1,0,5.59,73.64,New York,Hilton,9,Fall,51,25.08,3.81,94.42,7.87,77.27,0.19
927,118,Excellent,1,3.05,34.52,1,1,1,4.86,99.67,Miami,InterContinental,12,Winter,63,34.41,2.43,134.11,2.66,96.54,0.13
928,77,Good,3,1.77,73.13,2,1,0,5.16,76.99,New York,Hyatt,10,Fall,56,56.30,4.86,62.19,6.95,73.82,0.15
929,77,Good,3,3.09,84.95,1,1,1,3.41,135.09,New York,Sheraton,4,Spring,67,114.76,1.97,145.47,3.26,73.26,0.09
930,110,Average,4,1.04,70.03,1,0,0,6.63,87.04,Chicago,Hilton,3,Spring,64,60.96,3.03,95.34,2.52,75.51,0.12
931,138,Good,2,2.58,68.61,3,0,1,7.40,101.49,Los Angeles,Marriott,10,Fall,62,69.64,2.30,99.02,6.32,90.05,0.08
932,176,Average,3,1.98,34.40,2,1,1,1.73,102.02,San Francisco,InterContinental,10,Fall,63,35.09,2.69,114.82,3.41,97.82,0.17
933,158,Good,3,3.36,70.89,4,1,1,6.09,117.88,Chicago,Marriott,11,Fall,69,83.57,2.97,103.84,5.56,96.67,0.16
934,94,Poor,2,3.20,10.17,1,1,0,3.53,75.57,New York,InterContinental,10,Fall,60,7.68,3.15,98.33,7.78,80.29,0.10
935,126,Average,3,3.10,54.42,1,0,0,8.25,81.51,San Francisco,Hilton,6,Summer,57,44.36,1.97,85.58,7.91,87.41,0.17
936,121,Excellent,1,3.71,32.31,2,1,1,7.55,92.05,Los Angeles,Hilton,4,Spring,70,29.74,1.00,139.47,6.13,79.40,0.07
937,193,Excellent,2,2.56,97.23,2,1,0,6.73,106.13,San Francisco,Sheraton,7,Summer,61,103.19,1.95,112.96,4.30,98.19,0.10
938,184,Good,5,4.34,41.63,5,1,0,4.23,85.56,Chicago,Hilton,7,Summer,71,35.62,1.72,90.71,2.38,78.79,0.17
939,95,Excellent,5,5.00,31.53,4,1,1,5.00,94.12,New York,Sheraton,2,Winter,61,29.67,3.51,99.47,7.52,71.45,0.18
940,156,Average,3,2.40,64.60,3,1,1,4.78,101.44,Los Angeles,Marriott,2,Winter,57,65.52,3.42,126.11,4.01,71.05,0.18
941,194,Excellent,3,3.64,100.00,1,0,0,4.28,88.99,Los Angeles,Hyatt,1,Winter,49,88.99,3.32,106.46,8.67,87.32,0.14
942,50,Excellent,5,2.52,87.67,1,0,1,9.22,117.30,Chicago,InterContinental,6,Summer,59,102.83,3.34,132.05,6.06,82.79,0.06
943,163,Average,2,4.73,79.74,2,0,0,3.50,75.21,Miami,Hilton,5,Spring,69,59.97,2.07,87.91,5.19,98.17,0.03
944,125,Good,3,4.93,32.27,5,1,0,7.69,66.03,Miami,Hilton,1,Winter,65,21.31,2.63,77.56,4.47,94.38,0.18
945,212,Good,4,4.85,57.69,1,1,0,2.52,107.05,San Francisco,InterContinental,4,Spring,57,61.76,1.00,118.90,6.93,97.49,0.05
946,211,Good,1,3.51,82.26,2,0,0,2.65,80.02,Los Angeles,Hilton,7,Summer,61,65.82,2.13,95.67,1.79,75.94,0.14
947,101,Good,4,1.25,53.58,4,0,1,3.99,99.26,San Francisco,Sheraton,12,Winter,72,53.18,3.31,105.77,4.60,88.66,0.06
948,111,Average,4,3.53,90.17,1,1,1,4.95,115.57,Los Angeles,Marriott,11,Fall,50,104.20,2.22,124.80,6.32,89.07,0.00
949,106,Excellent,1,1.29,71.25,5,1,1,4.45,107.66,Los Angeles,InterContinental,12,Winter,45,76.70,1.77,107.29,3.05,88.09,0.12
950,262,Average,3,3.04,52.03,5,1,0,4.20,71.76,San Francisco,InterContinental,12,Winter,61,37.34,2.64,44.79,3.85,85.13,0.14
951,107,Average,2,1.82,40.78,5,1,0,5.00,81.69,New York,Hyatt,5,Spring,69,33.32,4.10,82.19,1.75,78.76,0.03
952,116,Average,4,2.78,71.13,4,0,1,6.93,104.07,Chicago,Sheraton,11,Fall,48,74.03,2.01,122.34,6.99,73.74,0.20
953,99,Poor,4,2.98,63.62,4,1,1,4.66,89.46,San Francisco,Marriott,8,Summer,63,56.92,3.98,105.46,4.43,83.00,0.08
954,207,Poor,3,3.88,26.98,1,1,1,2.10,87.71,San Francisco,Hyatt,9,Fall,68,23.66,3.30,103.49,1.01,73.92,0.02
955,147,Good,5,2.30,20.42,3,1,1,6.65,117.70,San Francisco,InterContinental,1,Winter,62,24.04,3.43,154.15,5.13,99.83,0.15
956,142,Good,2,4.51,57.83,1,0,0,6.41,86.44,Los Angeles,Sheraton,2,Winter,46,49.99,5.43,80.39,4.32,98.52,0.09
957,81,Good,4,2.48,32.66,3,0,0,3.30,88.31,New York,Marriott,9,Fall,69,28.84,4.36,149.42,2.19,79.27,0.10
958,185,Good,2,2.41,68.62,4,1,1,3.86,91.10,San Francisco,Hilton,8,Summer,59,62.52,2.72,104.15,1.34,96.47,0.02
959,124,Good,3,3.12,95.22,4,1,1,3.98,133.97,San Francisco,Marriott,3,Spring,69,127.57,3.04,156.41,7.20,83.05,0.17
960,147,Excellent,2,2.46,42.09,1,1,1,6.96,104.30,Miami,Marriott,1,Winter,66,43.90,2.67,71.46,9.38,79.63,0.14
961,40,Good,5,4.55,27.40,3,0,1,5.43,97.57,Miami,Hilton,7,Summer,57,26.74,4.22,105.14,5.23,86.53,0.07
962,73,Average,4,1.05,60.89,3,0,0,5.40,89.34,Chicago,Marriott,9,Fall,59,54.40,1.39,65.12,1.35,95.61,0.04
963,94,Good,5,2.74,40.83,2,1,0,7.21,71.36,Chicago,Hyatt,3,Spring,64,29.14,2.33,86.10,4.12,80.21,0.06
964,124,Good,5,4.17,65.22,5,1,0,4.23,91.91,Miami,Hilton,4,Spring,84,59.94,3.13,95.58,7.42,80.26,0.05
965,111,Average,3,2.09,50.89,2,0,1,7.00,111.35,Los Angeles,InterContinental,4,Spring,66,56.66,2.13,81.43,2.27,87.10,0.05
966,124,Good,3,4.90,58.09,4,1,1,6.37,88.19,New York,Marriott,5,Spring,80,51.22,2.56,121.47,5.98,85.04,0.08
967,100,Average,3,1.12,51.05,2,0,1,3.32,116.22,Chicago,Marriott,4,Spring,52,59.33,2.99,134.90,7.37,86.46,0.02
968,84,Average,4,3.45,71.45,1,1,1,7.97,126.98,San Francisco,InterContinental,4,Spring,59,90.72,1.86,120.20,4.92,77.15,0.14
969,200,Good,2,3.23,100.00,1,0,0,4.88,101.53,Los Angeles,InterContinental,1,Winter,54,101.53,1.85,72.77,7.74,87.19,0.02
970,108,Excellent,4,4.08,59.61,5,1,1,3.07,115.88,Chicago,Sheraton,9,Fall,54,69.08,3.25,142.45,9.11,94.12,0.14
971,123,Excellent,1,4.07,51.13,2,0,0,3.52,80.93,Chicago,Marriott,10,Fall,61,41.38,5.48,100.25,9.35,74.93,0.15
972,110,Good,3,2.55,54.15,5,1,0,5.00,84.52,Miami,InterContinental,5,Spring,49,45.77,1.50,85.20,6.03,95.03,0.07
973,143,Poor,4,2.89,59.79,1,1,0,2.16,65.27,San Francisco,Hyatt,11,Fall,48,39.02,1.67,27.97,6.23,86.13,0.09
974,125,Average,3,4.04,51.39,4,1,0,6.89,75.10,Chicago,InterContinental,12,Winter,58,38.59,4.57,73.20,1.91,70.50,0.13
975,148,Average,5,4.84,46.21,3,1,0,2.33,83.31,Los Angeles,Hilton,2,Winter,70,38.49,2.35,93.36,4.81,98.62,0.07
976,143,Good,4,2.07,77.23,2,0,1,1.92,106.75,New York,Hilton,10,Fall,52,82.45,2.99,59.06,9.86,79.45,0.07
977,151,Good,3,1.99,73.28,1,0,0,7.31,76.56,San Francisco,Sheraton,9,Fall,62,56.10,4.23,85.46,9.13,94.05,0.17
978,113,Good,3,4.48,63.76,4,1,1,4.26,101.57,San Francisco,Marriott,3,Spring,64,64.77,1.66,109.93,7.92,71.81,0.06
979,131,Good,2,2.16,60.06,2,1,0,7.74,74.18,New York,Hilton,2,Winter,61,44.55,4.32,75.15,4.51,93.95,0.06
980,153,Poor,3,3.12,55.60,4,1,0,7.07,89.76,San Francisco,Marriott,10,Fall,57,49.91,4.03,76.17,5.09,84.80,0.15
981,104,Average,1,2.92,50.99,1,1,0,3.69,68.72,New York,Hilton,8,Summer,53,35.04,1.56,79.89,6.56,88.65,0.12
982,129,Good,1,4.47,55.26,5,0,0,8.57,88.68,New York,Sheraton,5,Spring,66,49.00,1.81,58.56,9.21,79.83,0.07
983,207,Excellent,4,4.34,58.74,4,1,0,4.63,66.26,Los Angeles,InterContinental,7,Summer,47,38.92,2.24,74.19,7.49,75.18,0.10
984,61,Excellent,3,4.35,61.06,5,1,1,2.52,104.18,San Francisco,Sheraton,10,Fall,59,63.61,2.31,76.99,5.56,96.40,0.17
985,136,Poor,4,4.97,100.00,4,1,1,4.70,95.59,Los Angeles,Sheraton,11,Fall,50,95.59,1.96,101.02,9.74,84.56,0.08
986,239,Good,3,1.12,78.63,1,1,0,2.10,103.61,Chicago,Hilton,3,Spring,62,81.46,2.27,105.46,8.49,73.89,0.17
987,107,Excellent,3,4.80,47.20,3,0,0,5.59,93.63,Miami,Hyatt,4,Spring,76,44.20,2.68,98.38,3.17,94.00,0.15
988,97,Good,1,4.49,9.45,1,1,1,2.23,102.71,New York,Marriott,10,Fall,55,9.71,4.18,90.47,7.56,73.88,0.19
989,62,Excellent,2,4.20,32.68,2,1,1,4.32,118.16,Chicago,Sheraton,6,Summer,81,38.62,2.39,92.38,2.05,77.23,0.10
990,215,Good,4,1.90,58.54,4,1,0,4.80,120.43,Chicago,Hilton,3,Spring,59,70.50,2.18,114.83,7.86,70.22,0.04
991,174,Poor,4,3.15,74.75,2,1,1,8.38,105.00,Los Angeles,InterContinental,11,Fall,56,78.49,3.29,80.42,6.28,81.30,0.19
992,106,Excellent,3,3.09,55.11,4,1,0,4.39,87.73,Los Angeles,Hyatt,9,Fall,63,48.35,4.08,71.34,3.18,87.19,0.17
993,121,Average,4,4.07,54.01,3,0,0,6.87,76.93,San Francisco,Hyatt,9,Fall,51,41.55,3.76,108.26,2.40,96.47,0.17
994,94,Good,3,2.14,56.89,3,0,1,6.72,96.07,San Francisco,Hilton,11,Fall,68,54.66,1.00,107.85,2.06,89.88,0.11
995,86,Good,2,4.47,38.87,3,1,0,4.80,88.32,Miami,Hyatt,2,Winter,61,34.33,2.57,83.38,9.29,70.45,0.03
996,40,Excellent,3,3.02,31.67,1,1,0,7.60,88.90,New York,Sheraton,12,Winter,56,28.16,1.87,64.06,2.29,89.12,0.07
997,223,Average,5,4.98,68.78,4,1,1,5.87,106.58,Los Angeles,Marriott,10,Fall,54,73.30,2.55,73.69,4.64,85.16,0.01
998,83,Good,4,2.47,100.00,5,0,1,5.95,83.87,New York,InterContinental,2,Winter,58,83.87,3.72,55.71,9.69,70.38,0.08
999,177,Good,3,2.49,51.89,5,0,1,7.25,85.58,Chicago,Marriott,9,Fall,55,44.41,3.44,68.60,5.88,93.81,0.15
1000,188,Good,4,4.04,44.76,1,0,0,3.60,86.98,New York,Marriott,12,Winter,56,38.94,2.52,99.04,8.93,82.58,0.11
1001,134,Good,3,2.55,52.51,3,1,1,2.72,92.86,New York,Sheraton,11,Fall,56,48.76,4.69,112.57,4.15,74.66,0.05
1002,83,Good,1,3.46,71.09,2,1,0,6.40,86.99,Chicago,Marriott,6,Summer,64,61.84,3.89,62.22,7.58,75.18,0.06
1003,44,Poor,4,1.43,86.26,2,1,0,4.94,99.53,New York,Marriott,11,Fall,41,85.86,2.05,98.29,1.54,72.25,0.08
1004,178,Average,4,2.57,67.07,4,1,0,4.37,86.89,Chicago,Hilton,2,Winter,62,58.28,1.50,115.28,9.17,95.85,0.07
1005,133,Good,3,2.55,32.87,2,1,0,4.15,73.96,Los Angeles,Marriott,7,Summer,50,24.31,4.59,69.38,4.57,94.47,0.19
1006,30,Good,3,4.33,76.08,4,1,1,7.23,124.72,Los Angeles,Hyatt,3,Spring,66,94.89,3.08,140.68,1.87,91.39,0.02
1007,46,Good,4,3.81,70.24,5,0,1,6.05,90.46,San Francisco,Sheraton,2,Winter,64,63.54,2.02,84.39,5.03,73.47,0.09
1008,150,Average,4,4.60,84.03,3,0,1,2.74,103.75,San Francisco,Sheraton,8,Summer,58,87.18,3.52,160.03,5.76,71.55,0.10
1009,114,Good,5,2.06,27.09,4,0,0,7.47,54.78,San Francisco,Hyatt,4,Spring,65,14.84,4.77,50.48,6.34,80.74,0.17
